variant,run_id,benchmark,task_id,seed,status,success,final_reward,steps,duration_s,input_tokens,output_tokens,action_error_count,error_type,verification_count,verifications_with_signal,failure_signal_count,recovery_count,recovery_success_count,recovery_failed_count,recovery_unresolved_count,recovery_environment_actions,recovery_latency_s,blocked_action_redecision_count,replan_count,replan_success_count,replan_failed_count,replan_unresolved_count,replan_model_calls,replan_input_tokens,replan_output_tokens,replan_latency_s,reliability_extra_model_calls,reliability_extra_tokens,reliability_extra_latency_s,retry_count,retry_cycle_count,retry_success_count,retry_exhausted_count,extra_model_calls,retry_input_tokens,retry_output_tokens,retry_latency_s
A2,run-20260913T071437Z-3813e2fd,miniwob,use-autocomplete,2,success,True,1.0,3,19.015,4507,364,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071457Z-aeb8e659,miniwob,choose-date-easy,0,success,True,1.0,4,20.406,7734,318,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071519Z-f43b3783,miniwob,choose-date-easy,1,success,True,1.0,4,31.25,7734,365,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071552Z-b46e5789,miniwob,choose-date-easy,2,success,True,1.0,4,29.109,7734,498,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071622Z-153e0884,miniwob,order-food,0,failed,False,0.0,3,143.125,5625,14027,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071846Z-c5036fd4,miniwob,order-food,1,success,True,1.0,4,313.563,8545,29631,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,14637,59.688,1,1,1,0,1,2144,12493,59.688
A2,run-20260913T072401Z-8bda3c02,miniwob,order-food,2,failed,False,0.0,3,74.797,5619,11022,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073116Z-608b7260,miniwob,click-test,0,success,True,1.0,1,21.641,1405,44,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073138Z-1498f77a,miniwob,click-test,1,success,True,1.0,1,10.094,1405,47,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073149Z-7a953821,miniwob,click-test,2,success,True,1.0,1,8.906,1405,45,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073158Z-43ccc275,miniwob,click-button,0,success,True,1.0,1,12.578,1449,41,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073212Z-dac601d3,miniwob,click-button,1,success,True,1.0,1,13.312,1461,38,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073225Z-7a8a2926,miniwob,click-button,2,success,True,1.0,1,8.75,1469,45,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073234Z-7ac45d8f,miniwob,enter-text,0,success,True,1.0,2,15.359,2866,117,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073250Z-889b9cee,miniwob,enter-text,1,success,True,1.0,2,13.25,2872,119,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073304Z-d292d09a,miniwob,enter-text,2,success,True,1.0,2,16.438,2872,93,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073322Z-4664ff97,miniwob,choose-list,0,success,True,1.0,1,9.125,1498,46,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073331Z-ff2e92fe,miniwob,choose-list,1,success,True,1.0,2,14.938,3070,137,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073347Z-f6a03fb0,miniwob,choose-list,2,success,True,1.0,1,9.047,1552,39,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073356Z-38cdc5ca,miniwob,click-checkboxes,0,success,True,1.0,2,13.672,2989,136,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073410Z-88a024a2,miniwob,click-checkboxes,1,success,True,1.0,5,25.64,8137,361,0,TASK_TERMINATED,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073437Z-a4f75cca,miniwob,click-checkboxes,2,success,True,1.0,2,15.172,3005,65,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073454Z-d79e5326,miniwob,click-link,0,failed,False,0.0,4,40.86,6142,4415,1,TASK_TERMINATED,4,4,4,1,0,0,1,0,0.109,0,0,0,0,0,0,0,0,0.0,0,0,0.109,0,0,0,0,0,0,0,0.0
A3,run-20260913T073536Z-1c91744c,miniwob,click-link,1,success,True,1.0,6,133.172,12956,8628,3,TASK_TERMINATED,6,5,5,3,0,3,0,0,0.11,0,0,0,0,0,0,0,0,0.0,0,0,0.11,0,0,0,0,0,0,0,0.0
A3,run-20260913T073750Z-42a23c82,miniwob,click-link,2,success,True,1.0,3,47.469,5161,5168,1,TASK_TERMINATED,3,2,2,1,1,0,0,0,0.016,0,0,0,0,0,0,0,0,0.0,0,0,0.016,0,0,0,0,0,0,0,0.0
A3,run-20260913T073839Z-8793f9ac,miniwob,login-user,0,success,True,1.0,3,21.172,4518,168,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073901Z-40f6cf67,miniwob,login-user,1,success,True,1.0,3,18.969,4516,156,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073921Z-80c9ebcf,miniwob,login-user,2,success,True,1.0,3,31.953,4518,148,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T073956Z-b4e6e8bc,miniwob,read-table,0,success,True,1.0,2,14.234,3160,156,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074011Z-4c4a6bb3,miniwob,read-table,1,success,True,1.0,2,11.984,3168,105,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074024Z-a374d982,miniwob,read-table,2,success,True,1.0,2,13.672,3166,116,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074038Z-5886abf2,miniwob,navigate-tree,0,success,True,1.0,1,12.109,1481,284,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074051Z-bde61ffa,miniwob,navigate-tree,1,success,True,1.0,4,27.516,6942,1153,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.031,0,0,0,0,0,0,0,0,0.0,0,0,0.031,0,0,0,0,0,0,0,0.0
A3,run-20260913T074120Z-2be924ae,miniwob,navigate-tree,2,success,True,1.0,1,9.875,1498,140,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074130Z-df89a5a2,miniwob,use-autocomplete,0,success,True,1.0,3,16.938,4481,642,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074149Z-2032b4ec,miniwob,use-autocomplete,1,success,True,1.0,3,21.203,4509,492,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074211Z-cf3170b7,miniwob,use-autocomplete,2,success,True,1.0,3,23.953,4517,773,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074236Z-9c425eed,miniwob,choose-date-easy,0,success,True,1.0,4,20.5,7860,360,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.031,0,0,0,0,0,0,0,0,0.0,0,0,0.031,0,0,0,0,0,0,0,0.0
A3,run-20260913T074258Z-56c48a85,miniwob,choose-date-easy,1,success,True,1.0,4,27.907,7860,292,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.031,0,0,0,0,0,0,0,0,0.0,0,0,0.031,0,0,0,0,0,0,0,0.0
A3,run-20260913T074327Z-d1cbedd9,miniwob,choose-date-easy,2,success,True,1.0,4,24.546,7860,349,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.015,0,0,0,0,0,0,0,0,0.0,0,0,0.015,0,0,0,0,0,0,0,0.0
A3,run-20260913T074353Z-5263eeb5,miniwob,order-food,0,failed,False,0.0,3,177.109,5625,11787,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074651Z-62248147,miniwob,order-food,1,failed,False,0.0,3,129.453,5595,10593,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A3,run-20260913T074902Z-446a9d25,miniwob,order-food,2,failed,False,0.0,3,134.719,5619,11714,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080302Z-c565ef6f,miniwob,click-test,0,success,True,1.0,1,13.0,1405,52,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080315Z-56a3226f,miniwob,click-test,1,success,True,1.0,1,9.937,1405,25,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080326Z-f1cf415c,miniwob,click-test,2,success,True,1.0,1,10.406,1405,57,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080337Z-b87ad729,miniwob,click-button,0,success,True,1.0,1,8.688,1449,46,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080346Z-60d83197,miniwob,click-button,1,success,True,1.0,1,13.11,1461,44,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080400Z-ad2dbb58,miniwob,click-button,2,success,True,1.0,1,11.953,1469,40,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080413Z-bc064d9b,miniwob,enter-text,0,success,True,1.0,2,13.86,2866,91,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080427Z-071554ee,miniwob,enter-text,1,success,True,1.0,2,13.782,2872,66,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080442Z-b2a48559,miniwob,enter-text,2,success,True,1.0,2,16.375,2872,131,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080459Z-d9753479,miniwob,choose-list,0,success,True,1.0,1,9.797,1498,44,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080510Z-611c828f,miniwob,choose-list,1,success,True,1.0,2,14.14,3070,111,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080525Z-5e86b4fd,miniwob,choose-list,2,success,True,1.0,1,11.438,1552,155,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080536Z-a7abce3c,miniwob,click-checkboxes,0,success,True,1.0,2,13.563,2989,96,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080551Z-00846a47,miniwob,click-checkboxes,1,success,True,1.0,5,36.829,8137,293,0,TASK_TERMINATED,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080629Z-97ebb799,miniwob,click-checkboxes,2,success,True,1.0,2,12.969,3005,94,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T080642Z-d835f324,miniwob,click-link,0,failed,False,0.0,6,147.125,9365,15908,2,TASK_TERMINATED,6,6,6,2,0,2,0,0,0.063,0,0,0,0,0,0,0,0,0.0,0,0,0.063,0,0,0,0,0,0,0,0.0
A4,run-20260913T080911Z-64f38331,miniwob,click-link,1,error,False,0.0,8,149.453,19343,19409,5,RECOVERY_FAILED,8,8,8,3,0,3,0,0,0.079,0,1,0,1,0,1,1598,418,5.719,1,2016,5.798,0,0,0,0,0,0,0,0.0
A4,run-20260913T081141Z-cdd7e52d,miniwob,click-link,2,success,True,1.0,5,95.75,7559,13470,0,TASK_TERMINATED,5,4,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081318Z-500fb4fa,miniwob,login-user,0,success,True,1.0,3,21.875,4518,155,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081341Z-a6f08b1f,miniwob,login-user,1,success,True,1.0,3,42.125,4516,162,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081425Z-7a353a07,miniwob,login-user,2,success,True,1.0,3,14.437,4518,164,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081440Z-64000f5f,miniwob,read-table,0,success,True,1.0,2,23.172,3160,124,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081504Z-5b80a17a,miniwob,read-table,1,success,True,1.0,2,14.203,3168,114,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081519Z-571c8a97,miniwob,read-table,2,success,True,1.0,2,24.187,3166,126,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081545Z-6996ad6d,miniwob,navigate-tree,0,success,True,1.0,1,9.984,1481,97,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081555Z-4f15a4ae,miniwob,navigate-tree,1,success,True,1.0,7,87.594,10723,7921,0,TASK_TERMINATED,7,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081723Z-8925b15d,miniwob,navigate-tree,2,success,True,1.0,1,18.625,1498,109,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081743Z-1470e01c,miniwob,use-autocomplete,0,success,True,1.0,3,18.36,4481,336,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081803Z-7e4f987f,miniwob,use-autocomplete,1,success,True,1.0,3,18.734,4509,430,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081823Z-3eb02f3a,miniwob,use-autocomplete,2,success,True,1.0,3,18.5,4528,448,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T081842Z-93725c78,miniwob,choose-date-easy,0,success,True,1.0,4,25.079,7860,368,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.031,0,0,0,0,0,0,0,0,0.0,0,0,0.031,0,0,0,0,0,0,0,0.0
A4,run-20260913T081909Z-02cb445b,miniwob,choose-date-easy,1,success,True,1.0,4,21.985,7860,314,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.031,0,0,0,0,0,0,0,0,0.0,0,0,0.031,0,0,0,0,0,0,0,0.0
A4,run-20260913T081932Z-d9ae74cb,miniwob,choose-date-easy,2,success,True,1.0,4,42.25,7860,296,1,TASK_TERMINATED,4,1,1,1,1,0,0,0,0.015,0,0,0,0,0,0,0,0,0.0,0,0,0.015,0,0,0,0,0,0,0,0.0
A4,run-20260913T082015Z-9dd0af05,miniwob,order-food,0,failed,False,0.0,3,187.343,5625,25926,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A4,run-20260913T082324Z-59a1382c,miniwob,order-food,1,failed,False,0.0,3,378.297,5595,11214,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,7794,153.86,1,1,1,0,1,1857,5937,153.86
A4,run-20260913T082943Z-cf90f8a4,miniwob,order-food,2,failed,False,0.0,3,143.891,5619,16553,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
